,513260_amont,159740_amont,513010_amont,513180_amont,513380_amont,513580_amont,513130_amont,159741_amont,513890_amont,159742_amont,etfs_amont,index_amt,etf_chg_amt_pct,etf_chg_amt_pct_lag1
2022-10-21,0.0,55212000.0,130800000.0,43300000.0,3930000.0,3879000.0,256800000.0,44084000.0,0.0,28446000.0,566451000.0,1536634296.989266,0.0494322918460238,0.03249257498114097
2022-10-24,2202000.0,13685000.0,120300000.0,40000000.0,7150000.0,59343000.0,237000000.0,2334000.0,14016000.0,25545000.0,521575000.0,3995109933.681034,0.027582023065434006,0.0494322918460238
2022-10-25,0.0,176314000.0,121800000.00000001,40700000.0,7280000.0,30000000.0,160400000.0,66466000.0,2995000.0,95200000.0,701155000.0,3163079952.8679767,0.03845841172834583,0.027582023065434006
2022-10-26,-3032000.0,45942000.0,123000000.0,205000000.0,6624000.0,7325999.999999999,161190000.0,8866000.0,0.0,33292000.000000004,588208000.0,2394014873.2468653,0.03984387435443386,0.03845841172834583
2022-10-27,-3860000.0,27269000.0,87150000.0,207000000.0,-747000.0,0.0,163200000.0,406000.0,0.0,2870000.0,483288000.0,2230203971.2524714,0.034564971288113505,0.03984387435443386
2022-10-28,0.0,0.0,83709000.0,196500000.0,-354000.0,7002000.0,232800000.0,0.0,0.0,0.0,519657000.0,1935891943.2049274,0.04064249941364271,0.034564971288113505
2022-10-31,17928000.0,30020000.0,6432000.0,200000000.0,0.0,0.0,237000000.0,1980000.0,0.0,1995000.0,495355000.0,1990522834.624673,0.03704903552754919,0.04064249941364271
2022-11-01,0.0,10625000.0,433000.0,433000000.0,779000.0,0.0,254748000.0,0.0,0.0,12840000.0,712425000.0,3342527044.48874,0.03621969176918148,0.03704903552754919
2022-11-02,6520000.0,30030000.0,439000.0,43700000.0,-2765000.0,0.0,258068000.0,0.0,3250000.0,12990000.0,352232000.0,1850910938.4472992,0.026525969177512945,0.03621969176918148
2022-11-03,7930000.0,840000.0,43228000.0,42700000.0,-1156500.0,0.0,252000000.0,0.0,1264000.0,0.0,346805500.0,1542345732.985148,0.030380103588527167,0.026525969177512945
2022-11-04,9438000.0,0.0,-22950000.0,45500000.0,-8300000.0,0.0,135000000.0,0.0,0.0,13224000.0,171912000.0,3797700496.248438,0.007643750293116865,0.030380103588527167
2022-11-07,17640000.0,1852000.0,0.0,46800000.0,-8141500.0,0.0,-138900000.0,-3227000.0,0.0,-78624000.0,-162600500.0,2598882609.7376313,-0.008101854759770735,0.007643750293116865
2022-11-08,17360000.0,0.0,0.0,231000000.0,422500.0,0.0,-137100000.0,-3206000.0,1370000.0,7854000.0,117700500.0,1649622616.3505914,0.010040127062212115,-0.008101854759770735
2022-11-09,15210000.0,0.0,0.0,224000000.0,-823000.0,0.0,0.0,0.0,5312000.0,13500000.0,257199000.0,1701273109.4263067,0.021696774224515724,0.010040127062212115
2022-11-10,15656000.0,0.0,0.0,218500000.0,0.0,3512000.0,45675000.0,0.0,0.0,13170000.0,296513000.0,1326337918.0830803,0.03195211399824923,0.021696774224515724
2022-11-11,3544000.0,0.0,-56287000.0,-120228000.0,-8600000.0,3752000.0,-139500000.0,0.0,0.0,14100000.0,-303219000.0,3306793362.15796,-0.01330979048819263,0.03195211399824923
2022-11-14,11765000.0,-45881000.0,-57477000.0,-36100000.0,-439000.0,0.0,-118750000.0,-16449999.999999998,0.0,-51146000.0,-314478000.0,3159713706.535744,-0.013974514195279158,-0.01330979048819263
2022-11-15,14370000.0,-45955000.0,-102800000.0,-86526000.0,0.0,0.0,-152100000.0,-3521000.0,751000.0,15360000.0,-360421000.0,4248192201.516766,-0.014515908266089086,-0.013974514195279158
2022-11-16,14325000.0,0.0,-153300000.0,-9576000.0,-466000.0,0.0,34638000.0,-2500000.0,747000.0,-66170000.0,-182302000.0,3494905329.9720993,-0.007933540627598339,-0.014515908266089086
2022-11-17,20856000.0,9000000.0,-101291000.0,503000.0,9260000.0,0.0,139779000.0,499000.0,1488000.0,15180000.0,95274000.0,3840200581.657305,0.005131305838923287,-0.007933540627598339
2022-11-18,14370000.0,37222000.0,-30780000.0,-121200000.0,0.0,0.0,-29736000.0,0.0,0.0,15270000.0,-114854000.0,3160493186.9039125,-0.006472209957072063,0.005131305838923287
2022-11-21,18700000.0,0.0,0.0,497000.0,0.0,0.0,4950000.0,0.0,0.0,15000000.0,39147000.0,1954570538.894627,0.0027671193141311492,-0.006472209957072063
2022-11-22,13590000.0,0.0,0.0,477000.0,-8810000.0,3856000.0,-138992000.0,-946000.0,0.0,0.0,-130825000.0,2254899437.1127443,-0.01046799411026724,0.0027671193141311492
2022-11-23,12866000.0,2425000.0,-17255000.0,-1948000.0,-448500.0,0.0,0.0,0.0,0.0,-24650000.0,-29010500.0,1741795950.4731197,-0.002642733530739098,-0.01046799411026724
2022-11-24,10980000.0,1932000.0,0.0,5808000.0,0.0,0.0,38640000.0,0.0,716000.0,0.0,58076000.0,1221283742.5655348,0.005946582437104809,-0.002642733530739098
2022-11-25,6328000.0,0.0,0.0,479000.0,0.0,0.0,0.0,0.0,0.0,968000.0,7775000.0,1467145328.9858918,0.0009061833240444077,0.005946582437104809
2022-11-28,11518000.0,0.0,0.0,3290000.0,3452000.0,473000.0,93200000.0,0.0,0.0,2838000.0,114771000.0,2040579982.7961774,0.008975717902218995,0.0009061833240444077
2022-11-29,10340000.0,24700000.0,0.0,497000.0,0.0,0.0,-148500000.0,0.0,-6615000.0,0.0,-119578000.0,2787260225.1848154,-0.006455299449499515,0.008975717902218995
2022-11-30,16303000.0,-50300000.0,-5120000.0,0.0,-4189500.0,-7140000.0,-151500000.0,-2004000.0,0.0,-34748000.0,-238698500.0,3464292215.196403,-0.010676898147491677,-0.006455299449499515
2022-12-01,9880000.0,-52000000.0,-57024000.0,-8874000.0,-1926000.0,-1054000.0,-156600000.0,0.0,0.0,-17391000.0,-284989000.0,3625345245.846826,-0.010272364847121504,-0.010676898147491677
2022-12-02,-982000.0,-51700000.0,-43658000.0,0.0,-2880000.0,0.0,-155181000.0,-8772000.0,0.0,-12098000.0,-275271000.0,2624440825.0425396,-0.01030088972456468,-0.010272364847121504
2022-12-05,-7392000.0,-3348000.0000000005,-170099999.99999997,-289562000.0,-6209999.999999999,-564000.0,-167700000.00000003,0.0,-8209999.999999999,0.0,-653086000.0,4650276628.6882305,-0.015289351115329978,-0.01030088972456468
2022-12-06,-1042999.9999999999,-54800000.00000001,-138632000.0,-19285000.0,0.0,0.0,-165000000.0,-13700000.000000002,0.0,-60713000.00000001,-453173000.0,2651288448.4239798,-0.0193887983570518,-0.015289351115329978
2022-12-07,0.0,-9265000.0,-8325000.000000001,-95725000.0,0.0,0.0,-163500000.0,-544000.0,-4020000.0000000005,0.0,-281379000.0,3351452418.8123307,-0.009944485677005104,-0.0193887983570518
2022-12-08,0.0,-30186000.000000004,-114199999.99999999,-357432000.00000006,-2072000.0,0.0,-168300000.00000003,-6708000.000000001,824000.0,1703999.9999999998,-676370000.0000001,2796720872.2633543,-0.027703529277098075,-0.009944485677005104
2022-12-09,0.0,-20700000.0,0.0,-289077000.0,0.0,-17430000.0,-172500000.0,-2865000.0,0.0,-1755000.0,-504327000.0,3686958479.2049613,-0.01476916180607242,-0.027703529277098075
2022-12-12,0.0,-30024000.000000004,0.0,558000.0,0.0,0.0,-557000.0,0.0,0.0,-28249999.999999996,-58273000.0,2207904813.438719,-0.002847513280659843,-0.01476916180607242
2022-12-13,5315000.0,8385000.000000001,5699999.999999999,-5610000.000000001,0.0,0.0,-168000000.00000003,0.0,0.0,0.0,-154210000.00000003,2012310292.48813,-0.00825310076221411,-0.002847513280659843
2022-12-14,2140000.0,0.0,-1146000.0,-123296999.99999999,-1040999.9999999999,0.0,-168600000.00000003,-561000.0,0.0,0.0,-292505000.0,2084169084.233624,-0.014818094587233224,-0.00825310076221411
2022-12-15,0.0,-9882000.0,0.0,-55000000.00000001,0.0,0.0,-131760000.00000001,-1644000.0000000002,0.0,0.0,-198286000.00000003,1576981450.2798104,-0.013432321100137852,-0.014818094587233224
2022-12-16,0.0,4408000.0,0.0,-1108000.0,0.0,0.0,0.0,0.0,-1620000.0,0.0,1680000.0,2139944344.148305,9.166919319466626e-05,-0.013432321100137852
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976530891.9340417,0.0,9.166919319466626e-05
2022-12-20,-1000999.9999999999,0.0,0.0,529000.0,0.0,-7995000.0,5280000.0,0.0,0.0,0.0,-3187000.0,1847562568.4492924,-0.0002658411010225408,0.0
2022-12-21,1004999.9999999999,0.0,0.0,0.0,0.0,0.0,-132250000.0,-1056000.0,0.0,0.0,-132301000.0,1075089555.5184805,-0.014669035201876159,-0.0002658411010225408
2022-12-22,0.0,0.0,-16980000.0,-185256000.00000003,-7710000.0,-11259999.999999998,-167400000.00000003,-2775000.0000000005,0.0,0.0,-391381000.00000006,2123179365.0007548,-0.025794459424155064,-0.014669035201876159
2022-12-23,0.0,-1644000.0000000002,0.0,0.0,0.0,0.0,1098000.0,-7111000.000000001,0.0,-8355000.000000001,-16012000.000000002,1328246099.76366,-0.0017528693285445666,-0.025794459424155064
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096222912.2306514,0.0,-0.0017528693285445666
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,544000.0,-27050000.0,-3960000.0,0.0,-30466000.0,1955526165.5085042,-0.0023936867730486155,0.0
2022-12-30,3104999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3104999.9999999995,1817989197.0685725,0.0003385438902299511,-0.0023936867730486155
2023-01-03,-3143979.04,0.0,11220000.000000002,62602000.00000001,-6629973.48,-1674000.0000000002,122766000.00000001,0.0,-3212000.0,0.0,181928047.48000002,2208313574.9695826,0.012741494872862521,0.0003385438902299511
2023-01-04,-2182000.0,-18400000.0,-46800000.0,578000.0,0.0,0.0,-33407999.999999996,0.0,0.0,-4073999.9999999995,-104286000.0,3554918688.386525,-0.004413799347630279,0.012741494872862521
2023-01-05,0.0,583000.0,0.0,36394000.0,0.0,0.0,-69030000.0,-3492000.0,-3412000.0,0.0,-38957000.0,3673979775.71469,-0.0017022265665046744,-0.004413799347630279
2023-01-06,-5470000.0,0.0,5860000.0,0.0,0.0,0.0,-6899999.999999999,0.0,0.0,5820000.0,-689999.9999999991,2701698822.839013,-3.53481940000422e-05,-0.0017022265665046744
2023-01-09,-7805000.0,0.0,0.0,0.0,-1624500.0,0.0,-60564000.0,0.0,0.0,-1785000.0,-71778500.0,3384882120.853496,-0.0037821478274860545,-3.53481940000422e-05
2023-01-10,1107000.0,0.0,0.0,0.0,-1078000.0,0.0,0.0,0.0,0.0,0.0,29000.0,2351503670.8008575,1.8233500867697886e-06,-0.0037821478274860545
2023-01-11,0.0,0.0,0.0,0.0,-2154000.0,0.0,0.0,0.0,0.0,0.0,-2154000.0,3582976990.1089635,-0.0001117490251176961,1.8233500867697886e-06
2023-01-12,0.0,0.0,5800000.0,-5709999.999999999,-525500.0,0.0,0.0,-19880000.0,0.0,-52019999.99999999,-72335500.0,3459492419.5423903,-0.003902370685653111,-0.0001117490251176961
2023-01-13,2188000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2188000.0,2350788257.8898554,0.00015112624420973123,-0.003902370685653111
2023-01-16,0.0,0.0,0.0,0.0,-524500.0,0.0,0.0,0.0,0.0,0.0,-524500.0,2555029075.5503416,-3.1096149828241226e-05,0.00015112624420973123
2023-01-17,0.0,0.0,0.0,-82512000.0,0.0,0.0,1718999.9999999998,0.0,0.0,0.0,-80793000.0,2103343534.7703457,-0.005395728478208377,-3.1096149828241226e-05
2023-01-18,-27300000.000000004,0.0,0.0,-34500000.0,0.0,0.0,577000.0,0.0,0.0,0.0,-61223000.0,2511483307.018285,-0.0036150493692013825,-0.005395728478208377
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923648261.9610646,0.0,-0.0036150493692013825
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,585000.0,0.0,0.0,0.0,585000.0,2059115213.3198888,5.520164779642757e-05,0.0
2023-01-30,0.0,0.0,-13754000.0,-228930000.0,0.0,0.0,0.0,0.0,0.0,0.0,-242684000.0,4955275236.86105,-0.008008575572999067,5.520164779642757e-05
2023-01-31,2174000.0,0.0,5238000.0,-42825000.0,0.0,0.0,0.0,0.0,0.0,-28999999.999999996,-64413000.0,3923540582.9226003,-0.002966986791874617,-0.008008575572999067
2023-02-01,0.0,0.0,-24200000.0,-139825000.0,0.0,603000.0,-23840000.0,0.0,0.0,0.0,-187262000.0,2850775672.700925,-0.009179291252096634,-0.002966986791874617
2023-02-02,0.0,-10764000.0,-67320000.0,-238800000.0,-5540000.000000001,-3035000.0,-18000000.0,0.0,0.0,0.0,-343459000.0,2361666875.9136424,-0.01754838565897068,-0.009179291252096634
2023-02-03,0.0,-589000.0,-48160000.0,0.0,0.0,0.0,1182000.0,-5880000.0,0.0,0.0,-53447000.0,2290861306.528934,-0.003369000050342205,-0.01754838565897068
2023-02-06,0.0,0.0,5220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5220000.0,2538105986.254677,0.00028542327975750073,-0.003369000050342205
2023-02-07,2188000.0,0.0,4696000.0,-349025000.0,0.0,0.0,-1152000.0,0.0,840000.0,0.0,-342453000.0,2047105164.1818323,-0.02437672136788339,0.00028542327975750073
2023-02-08,0.0,1132000.0,0.0,-225999999.99999997,-523499.99999999994,0.0,0.0,0.0,0.0,0.0,-225391499.99999997,2798349780.7527285,-0.014413927458040106,-0.02437672136788339
2023-02-09,0.0,0.0,-40324000.0,-433752000.0,0.0,0.0,0.0,0.0,0.0,0.0,-474076000.0,2751983346.555713,-0.025631148519744632,-0.014413927458040106
2023-02-10,0.0,0.0,1146000.0,0.0,0.0,0.0,91044000.00000001,0.0,1640000.0,0.0,93830000.00000001,2557456687.7222457,0.004945697310408377,-0.025631148519744632
2023-02-13,3189000.0,0.0,12011999.999999998,6732000.000000001,0.0,4536000.0,15174000.000000002,3366000.0000000005,819000.0,39330000.0,85158000.0,2237270833.5337567,0.005119691712253215,0.004945697310408377
2023-02-14,2114000.0,3348000.0000000005,5669999.999999999,0.0,0.0,9040000.0,0.0,1114000.0,1628000.0,0.0,22914000.0,1707994010.2554443,0.0021617504944290763,0.005119691712253215
2023-02-15,10500000.0,1662000.0000000002,2819999.9999999995,13850000.000000002,5105000.0,11200000.000000002,166200000.0,3878000.0000000005,0.0,5620000.000000001,220835000.0,1853715820.485647,0.016084998893336394,0.0021617504944290763
2023-02-16,5375000.0,3940999.9999999995,-13201999.999999998,-28199999.999999996,0.0,11419999.999999998,565000.0,2252000.0,0.0,9724000.0,-8124999.999999993,2206002490.6999984,-0.0005010606974406675,0.016084998893336394
2023-02-17,7378000.0,4416000.0,0.0,0.0,0.0,11160000.000000002,0.0,0.0,0.0,0.0,22954000.0,1697941830.3147638,0.001628305380609451,-0.0005010606974406675
2023-02-20,5340000.0,0.0,4560000.0,0.0,0.0,11319999.999999998,0.0,0.0,0.0,0.0,21220000.0,1360378595.7092292,0.0017606175027845023,0.001628305380609451
2023-02-21,9306000.0,7085000.000000001,0.0,110090000.00000001,0.0,10980000.0,5440000.0,0.0,0.0,0.0,142901000.0,2488629496.38477,0.010277707563692331,0.0017606175027845023
2023-02-22,10120000.0,18725000.0,0.0,266965000.00000003,1970000.0,10800000.0,160500000.0,17088000.0,1562000.0,0.0,487730000.0,2472350222.5132527,0.03480942325206543,0.010277707563692331
2023-02-23,16448000.0,64141000.00000001,0.0,132300000.00000001,0.0,10900000.0,0.0,9702000.0,0.0,3829000.0000000005,237320000.0,1865891380.3878372,0.01657354782143856,0.03480942325206543
2023-02-24,39194999.99999999,2116000.0,5410000.0,177156000.0,10747000.0,10720000.0,55650000.0,3710000.0,0.0,2690000.0,307394000.0,2385976654.74974,0.01862963414745507,0.01657354782143856
2023-02-27,18810000.0,96385000.0,14896000.0,337335000.0,0.0,10520000.0,39075000.0,6252000.0,3825000.0,0.0,527098000.0,2117351495.3172622,0.02983347216420122,0.01862963414745507
2023-02-28,9820000.0,23310000.0,33327000.0,215280000.0,0.0,20920000.0,258482000.0,8806000.0,3040000.0,5270000.0,578255000.0,2415085554.3322496,0.03204750672133782,0.02983347216420122
2023-03-01,-6209999.999999999,3258000.0,9972000.0,31065000.000000004,0.0,22040000.0,245250000.00000003,7072000.000000001,-2385000.0,11060000.000000002,321122000.00000006,2843272928.868031,0.015823395696803327,0.03204750672133782
2023-03-02,3054000.0,535000.0,0.0,60794000.00000001,0.0,10840000.0,322200000.0,17655000.0,0.0,-8160000.000000001,406918000.0,1788154082.80645,0.02896144825875563,0.015823395696803327
2023-03-03,5230000.0,1100000.0,7868000.000000001,553000.0,0.0,11140000.000000002,0.0,0.0,0.0,0.0,25891000.0,1762532414.8486183,0.0017650316074613464,0.02896144825875563
2023-03-06,1040000.0,2188000.0,0.0,30744000.000000004,0.0,11040000.0,41100000.0,-2188000.0,0.0,-2228000.0,81696000.0,1529830072.2223072,0.005416617418126904,0.0017650316074613464
2023-03-07,5084999.999999999,2675000.0,10940000.0,1074000.0,0.0,10840000.0,18760000.0,0.0,0.0,0.0,49374000.0,1823500299.1632807,0.0033919324150662737,0.005416617418126904
2023-03-08,12922000.0,524000.0,25728000.0,59964000.0,0.0,10580000.0,40872000.0,0.0,3840000.0,10680000.0,165110000.0,1898487002.543777,0.011686785611161108,0.0033919324150662737
2023-03-09,6937000.0,8384000.0,23452000.0,24104000.0,0.0,10540000.0,183050000.0,1566000.0,0.0,15960000.0,273993000.0,1454550135.0562742,0.02488616706238423,0.011686785611161108
2023-03-10,0.0,2490000.0,101600000.0,399200000.0,7328000.0,22590000.0,397600000.0,0.0,7280000.0,5050000.0,943138000.0,3602612338.432585,0.027705035289297363,0.02488616706238423
2023-03-13,17370000.0,138411000.0,33152000.0,408000000.0,0.0,19968000.0,15210000.0,10140000.0,0.0,119995000.0,762246000.0,2349440335.920731,0.03606864029367975,0.027705035289297363
2023-03-14,0.0,496000.0,95570000.0,398400000.0,4570000.0,29880000.0,494000000.0,0.0,0.0,0.0,1022916000.0,2001572094.2559435,0.05503973158202444,0.03606864029367975
2023-03-15,0.0,42084000.0,511000.0,402400000.0,23125000.0,10120000.0,3000000.0,5500000.0,0.0,5100000.0,491840000.0,1580012556.5492835,0.030581971152569803,0.05503973158202444
2023-03-16,0.0,1488000.0,0.0,397600000.0,19152000.0,9980000.0,0.0,0.0,0.0,0.0,428220000.0,1700489408.0958765,0.03143428792415336,0.030581971152569803
2023-03-17,7800000.0,4608000.0,0.0,207142000.0,0.0,10340000.0,0.0,7154000.0,0.0,0.0,237044000.0,2726378738.1422954,0.008474222448282474,0.03143428792415336
2023-03-20,0.0,-500000.0,0.0,53212000.0,8271000.0,10080000.0,26500000.0,0.0,0.0,-2540000.0,95023000.0,1713181848.7122884,0.005873762225042593,0.008474222448282474
2023-03-21,2910000.0,2044000.0,0.0,17990000.0,0.0,10320000.0,0.0,0.0,0.0,0.0,33264000.0,1563953529.4801142,0.0023057965927138083,0.005873762225042593
2023-03-22,986000.0,1560000.0,0.0,1569000.0,119271000.0,10500000.0,0.0,0.0,0.0,0.0,133886000.0,1670095995.4026792,0.008481233480435035,0.0023057965927138083
2023-03-23,-9162000.0,2140000.0,0.0,2156000.0,24925000.0,10800000.0,-2144000.0,0.0,0.0,0.0,28715000.0,3303357751.61833,0.0011848700765922286,0.008481233480435035
2023-03-24,0.0,3240000.0,0.0,0.0,76270500.0,10920000.0,0.0,0.0,0.0,0.0,90430500.0,2686120511.312148,0.004606414206522636,0.0011848700765922286
2023-03-27,0.0,0.0,12078000.000000002,10800000.0,135630000.0,10840000.0,55952000.0,0.0,0.0,0.0,225300000.0,3082827287.104918,0.012677582485282194,0.004606414206522636
2023-03-28,3048000.0,1608000.0,6576000.000000001,12420000.0,134504000.0,10820000.0,0.0,0.0,0.0,0.0,168976000.0,2384651407.2244744,0.009977090127000534,0.012677582485282194
2023-03-29,0.0,3324000.0000000005,0.0,18870000.0,168997499.99999997,11120000.000000002,551000.0,0.0,0.0,0.0,202862499.99999997,4103255946.5308185,0.008339842714564201,0.009977090127000534
2023-03-30,-2092000.0,39888000.0,1691999.9999999998,15540000.000000002,175605000.0,55900000.00000001,0.0,0.0,0.0,0.0,286533000.0,2815412886.3606396,0.012211310227747406,0.008339842714564201
2023-03-31,0.0,18381000.0,0.0,560000.0,51349999.99999999,61929999.99999999,0.0,0.0,0.0,0.0,132221000.0,2955880255.489199,0.006389626421824329,0.012211310227747406
2023-04-03,0.0,3336000.0000000005,0.0,12857000.000000002,33182499.999999996,11200000.000000002,0.0,0.0,0.0,2829999.9999999995,63405500.0,2138248500.963144,0.0034484827502542946,0.006389626421824329
2023-04-04,0.0,1653000.0000000002,0.0,16590000.000000002,58247499.99999999,11120000.000000002,0.0,0.0,0.0,0.0,87610500.0,2160543094.0626283,0.004408930926654635,0.0034484827502542946
2023-04-06,0.0,4352000.0,555000.0,9299000.0,83082999.99999999,10980000.0,0.0,0.0,0.0,156228000.0,264497000.0,1926555873.768404,0.01816017988587289,0.004408930926654635
2023-04-11,0.0,0.0,0.0,550000.0,0.0,11020000.0,0.0,0.0,0.0,0.0,11570000.0,2241743438.4694986,0.0006696363483413975,0.01816017988587289
2023-04-12,0.0,4336000.0,2212000.0,543000.0,4970000.0,10880000.0,539000.0,0.0,0.0,0.0,23480000.0,2420075452.6217585,0.0015521418556170214,0.0006696363483413975
2023-04-13,-3020999.9999999995,5863000.0,38695000.0,123816000.0,7357500.0,10720000.0,1064000.0,0.0,0.0,0.0,184494500.0,2092716152.806645,0.012861210251623841,0.0015521418556170214
2023-04-14,-1018000.0,6981000.0,0.0,18900000.0,0.0,0.0,0.0,0.0,0.0,0.0,24863000.0,1447768636.411741,0.0016766262568514404,0.012861210251623841
2023-04-17,0.0,4408000.0,0.0,67344000.0,30896499.999999996,11100000.000000002,0.0,0.0,0.0,0.0,113748500.0,1778893169.8099277,0.006371799267387038,0.0016766262568514404
2023-04-18,-2057999.9999999998,3270000.0000000005,0.0,95550000.0,0.0,10940000.0,0.0,0.0,0.0,0.0,107702000.0,1319026012.4953566,0.007828710907823312,0.006371799267387038
2023-04-19,-1012999.9999999999,4296000.0,188168000.0,18830000.0,50286000.0,21600000.0,0.0,0.0,0.0,0.0,282167000.0,1617149755.356901,0.01849850656181522,0.007828710907823312
2023-04-20,0.0,18690000.0,15260000.000000002,22512000.0,21177500.0,21560000.0,0.0,0.0,0.0,0.0,99199500.0,1639701737.6866026,0.007133404436161986,0.01849850656181522
2023-04-21,979000.0,12432000.0,6348000.0,42640000.0,79408500.0,20840000.0,0.0,0.0,0.0,0.0,162647500.0,1819763529.7816355,0.010190620885161043,0.007133404436161986
2023-04-24,2901000.0,,,,,,0.0,0.0,0.0,0.0,2901000.0,1545556175.4132674,0.00019736777615959178,0.010190620885161043
2023-04-25,,,,,,,2490000.0,0.0,0.0,0.0,2490000.0,1864115724.8852916,0.0001691182383516186,0.00019736777615959178
2023-04-26,,,,,,,151800000.0,506000.0,0.0,0.0,152306000.0,1937971103.7823362,0.011726185352276862,0.0001691182383516186
2023-04-27,,,,,,,,,0.0,0.0,0.0,1405997779.7799592,0.0,0.011726185352276862
